Career Cluster,Career Pathway,Occupation Title,Artistic,Conventional,Enterprising,Investigative,Realistic,Social,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Less than a High School Diploma,High School Diploma,Post-Secondary Certificate - Award,Some College Courses,Associate's Degree (or other 2-year degree),Bachelor's Degree,Post-Baccalaureate Certificate - Award,Master's Degree,Post-Master's Certificate - Award,First Professional Degree - Award,Doctoral Degree,Post-Doctoral Training
"Arts, Audio/Video Technology & Communications",Journalism and Broadcasting,Sound Engineering Technicians,4.44,4.26,1.92,2.6,5.04,1.79,0.164922693,0.103985037,0.122239401,0.02525187,-0.083830424,18.52,18.52,11.11,7.41,22.22,22.22,0,0,0,0,0,0
Human Services,Personal Care Services,Spa Managers,1.53,5.67,7,1.16,2.51,3.93,0.09233945,0.168440367,0.222266055,0.023027523,-0.124082569,0,6.23,33.66,13.83,25.29,20.55,0,0.44,0,0,0,0
Education & Training,Teaching/Training,"Special Education Teachers, Middle School",3.88,3.37,1.8,3.89,2.43,7,0.190759946,0.110625838,0.170688422,0.066379079,-0.092686634,0,0,0,0,0,40.94,12.11,46.95,0,0,0,0
Education & Training,Teaching/Training,"Special Education Teachers, Preschool",3.85,3.28,1.72,3.66,2.42,7,0.191080711,0.110109439,0.171805746,0.06751026,-0.092375741,0,0,0,1.44,3,31.72,31.71,24.3,0,7.83,0,0
Education & Training,Teaching/Training,"Special Education Teachers, Secondary School",3.75,3.24,1.95,3.86,2.61,7,0.18914324,0.111182508,0.172307006,0.065600178,-0.093998215,0,0,0,0,0.73,65.08,17.65,16.44,0,0.1,0,0
"Arts, Audio/Video Technology & Communications",Visual Arts,Special Effects Artists and Animators,7,3.22,2.71,2.8,3.72,2.11,0.219489796,0.085245826,0.140333952,0.023144712,-0.074308905,0.13,5.4,0,39.68,1.7,52.75,0,0.34,0,0,0,0
Health Science,Therapeutic Services,Speech-Language Pathologists,2.97,4.03,1.43,5.63,2.69,5.91,0.177647838,0.116368049,0.147572816,0.060423654,-0.095167696,0,0,0,0,0,0,0,88.52,11.48,0,0,0
Health Science,Support Services,Speech-Language Pathology Assistants,2.84,4.82,1.53,4.38,2.26,5.53,0.160514981,0.125042135,0.152687266,0.059485019,-0.095669476,0,0,0,0,57.73,23.34,14.12,4.81,0,0,0,0
Health Science,Therapeutic Services,Sports Medicine Physicians,1.26,3.48,3.29,5.49,5.07,5.26,0.145085954,0.12845283,0.157819706,0.046184486,-0.110486373,0,0,0,0,0,0,0,0,0,0,50.95,49.05
Architecture & Construction,Maintenance/Operations,Stationary Engineers and Boiler Operators,1,4.65,1.25,3.24,7,1.09,0.096286341,0.126758091,0.093779484,0.023933077,-0.100784421,0,37.8,47.15,4.53,10.52,0,0,0,0,0,0,0
Government & Public Administration,Planning,Statistical Assistants,1,7,1.72,4.53,2.53,1.36,0.087872106,0.156560088,0.112122381,0.02862183,-0.103417861,0,6.03,0,11.93,0,59.21,2.07,11.3,0,7.38,2.07,0
"Science, Technology, Engineering & Mathematics",Science and Mathematics,Statisticians,1.76,5.93,1.82,6.63,2.07,1.69,0.135648241,0.138502513,0.111547739,0.030592965,-0.099316583,0,0,0,4.76,4.76,14.29,0,61.9,0,0,9.52,4.76
Business Management & Administration,Administrative Support,Stockers and Order Fillers,1,6.35,3.3,1,4.58,1.94,0.060181618,0.161051183,0.15330765,0.022779307,-0.11187672,7.79,56.56,2.09,29.59,3.68,0.29,0,0,0,0,0,0
Manufacturing,Production,"Stone Cutters and Carvers, Manufacturing",3.79,3.46,1,1.75,7,1.24,0.154287281,0.093432018,0.099813596,0.023563596,-0.081359649,21.77,65.55,5.58,0.73,5.4,0,0,0,0,0,0.97,0
Architecture & Construction,Construction,Stonemasons,2.92,3.02,1.29,2.15,7,1.83,0.14800659,0.099626579,0.110021966,0.028099945,-0.089143328,38.1,32.37,29.53,0,0,0,0,0,0,0,0,0
Architecture & Construction,Construction,Structural Iron and Steel Workers,1.45,3.55,1.26,2.8,7,1.18,0.115261021,0.115290023,0.098022042,0.023839907,-0.097853828,33.66,42.11,19.21,0,0,0,5.03,0,0,0,0,0
Architecture & Construction,Construction,Structural Metal Fabricators and Fitters,1.64,3.81,1.06,2.66,7,1,0.114053582,0.114333139,0.092580082,0.023080955,-0.095259173,18.04,76.67,2.97,0,2.32,0,0,0,0,0,0,0
Human Services,Counseling & Mental Health Services,Substance Abuse and Behavioral Disorder Counselors,2.37,3.65,2.73,3.8,1.62,6.65,0.165172911,0.130379443,0.187910663,0.064159462,-0.104529299,0,23.66,0,0,23.66,3.07,0,41.41,8.2,0,0,0
"Transportation, Distribution & Logistics",Transportation Operations,Subway and Streetcar Operators,1,4.34,2.22,1.32,6.27,2.69,0.088828475,0.136255605,0.139669283,0.03353139,-0.107488789,0,86.52,8.9,4.58,0,0,0,0,0,0,0,0
Business Management & Administration,General Management,Supply Chain Managers,1,5.4,6.31,2.55,3.42,2.05,0.088326097,0.165151954,0.191890979,0.011119151,-0.123584178,0,0,0,0,4.76,66.67,9.52,19.05,0,0,0,0
Health Science,Therapeutic Services; Diagnostic Services,Surgical Assistants,1,4.44,1.76,3.47,5.7,3.83,0.114123762,0.13150495,0.133970297,0.044990099,-0.105693069,0,13.17,15.36,10.63,24.96,7.8,16.12,7.67,0,0,0,4.31
Health Science,Therapeutic Services,Surgical Technologists,1,4.85,1.61,3.22,6.26,3.82,0.106917148,0.132047206,0.129542389,0.044691715,-0.104879576,0,4.98,31.22,23.24,40.56,0,0,0,0,0,0,0
"Science, Technology, Engineering & Mathematics",Science and Mathematics,Survey Researchers,2.11,5.46,3.05,6.1,1.7,2.31,0.143251327,0.139835986,0.139242644,0.029440425,-0.103256151,0,0,0,0,0,45.83,4.17,37.5,4.17,0,4.17,4.17
Architecture & Construction,Design/Pre-Construction,Surveyors,1.77,5.48,1.93,4.82,5.14,1.65,0.12,0.130553151,0.10996152,0.026767677,-0.09972583,0,15.79,5.26,21.05,10.53,47.37,0,0,0,0,0,0
Business Management & Administration,Operations Management,Sustainability Specialists,2.5,4.41,5.09,5.2,2.06,2.95,0.151026565,0.139261594,0.174137776,0.024227825,-0.109774876,0,0,0,4.35,0,52.17,4.35,39.13,0,0,0,0
Business Management & Administration,Administrative Support,"Switchboard Operators, Including Answering Service",1,5.96,3.18,1.39,3.6,2.91,0.074318182,0.160476718,0.165099778,0.03308204,-0.112439024,0.64,88.55,5.14,2.05,0.58,0,3.04,0,0,0,0,0
Human Services,Personal Care Services,"Tailors, Dressmakers, and Custom Sewers",4,2.98,2.19,1.07,6.11,1.97,0.161135371,0.098629913,0.134470524,0.024213974,-0.086708515,16.87,57.66,16.01,0,0,9.46,0,0,0,0,0,0
"Arts, Audio/Video Technology & Communications",Performing Arts,Talent Directors,5.73,3.51,5.98,1.41,1.25,4.33,0.190004502,0.120841963,0.216006303,0.027982891,-0.097172445,0,1.34,0.4,10.24,18.77,42.31,8.55,10.89,0,7.49,0,0
"Transportation, Distribution & Logistics",Transportation Operations,"Tank Car, Truck, and Ship Loaders",1,4.68,1.31,1.94,6.86,1,0.081304348,0.13061346,0.099112567,0.022364503,-0.101066111,12.01,81.42,3.89,0.91,0,1.76,0,0,0,0,0,0
Architecture & Construction,Construction,Tapers,1.72,3.51,1.09,1.69,6.39,1.49,0.113599748,0.114814349,0.106047829,0.027935809,-0.095059786,28.99,45.73,25.28,0,0,0,0,0,0,0,0,0
Government & Public Administration,Revenue and Taxation,"Tax Examiners and Collectors, and Revenue Agents",1,6.79,4.36,2.24,1.29,3.17,0.07735809,0.175633952,0.187920424,0.03134748,-0.117814324,0,23.17,0,13.7,25.59,33.61,0,3.7,0,0.24,0,0
Finance,Business Finance,Tax Preparers,1,6.62,3.53,2.36,1.97,2.42,0.075290503,0.170195531,0.166854749,0.028592179,-0.113748603,4.55,31.82,13.64,18.18,0,31.82,0,0,0,0,0,0
Education & Training,Teaching/Training,"Teaching Assistants, Postsecondary",2.17,4.65,2.79,3.24,2.06,6.76,0.144790032,0.137628057,0.18596216,0.063133364,-0.105809875,0,0,0,1.48,0,57.32,0,37.26,0.2,0,3.73,0
Education & Training,Teaching/Training,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",2.29,4.7,2.6,2.39,2.76,6.41,0.138255319,0.135891253,0.182652482,0.061423168,-0.104132388,1.24,27.1,19.89,17.12,3.24,16.28,0,15.14,0,0,0,0
Manufacturing,Production,Team Assemblers,1.6,4.64,3.9,1.41,5.36,2.4,0.097783532,0.142522009,0.162967374,0.02248058,-0.110719834,3.78,81.47,0.47,6.61,0.94,6.74,0,0,0,0,0,0
"Arts, Audio/Video Technology & Communications",Journalism and Broadcasting,Technical Writers,4.22,5.33,1.99,3.7,2.81,2,0.162553616,0.117157107,0.127177057,0.029022444,-0.085670823,0,0,6.9,15.89,35.25,33.02,2.5,5.46,0,0,0.99,0
Information Technology,Network Systems,Telecommunications Engineering Specialists,1.87,4.95,3.16,4.36,4.87,2.08,0.124147487,0.133532175,0.134697041,0.024457492,-0.104772194,0,4.76,23.81,14.29,14.29,19.05,14.29,4.76,0,4.76,0,0
"Arts, Audio/Video Technology & Communications",Telecommunications,"Telecommunications Equipment Installers and Repairers, Except Line Installers",1,4.74,1.59,2.42,6.49,1.81,0.09099169,0.132531856,0.112709141,0.028936288,-0.103285319,0,43.06,21.36,10.38,7.77,17.44,0,0,0,0,0,0
"Arts, Audio/Video Technology & Communications",Telecommunications,Telecommunications Line Installers and Repairers,1,4.16,2.11,2.42,6.42,1.6,0.096414455,0.131530209,0.120457369,0.024161491,-0.105753811,13.1,59.59,14.05,12.37,0.89,0,0,0,0,0,0,0
Marketing,Professional Sales,Telemarketers,1.39,5.09,5.19,1.19,1.86,3.62,0.095103599,0.166450382,0.213756816,0.029738277,-0.120321701,19.76,39.46,0,37.31,3.47,0,0,0,0,0,0,0
Business Management & Administration,Administrative Support,Telephone Operators,1,6.19,3.36,1.04,2.82,4.56,0.078265683,0.164496574,0.186631523,0.046721139,-0.114422773,0,97.83,0,0.24,1.93,0,0,0,0,0,0,0
Finance,Banking Services,Tellers,1,6.89,4.19,1.43,2.29,2.43,0.06278113,0.175490949,0.179204608,0.024733955,-0.116769062,1.67,72.95,2.69,8.97,5.4,8.32,0,0,0,0,0,0
Architecture & Construction,Construction,Terrazzo Workers and Finishers,1.75,3.53,1,1.82,7,1,0.111881988,0.111726708,0.095,0.022857143,-0.09378882,14.2,69.89,9.56,6.36,0,0,0,0,0,0,0,0
Manufacturing,Production,Textile Bleaching and Dyeing Machine Operators and Tenders,1.15,4.29,1.11,2.15,6.81,1.21,0.093104067,0.124802632,0.097894737,0.02541866,-0.09916866,35.33,55.98,0,2.26,6.44,0,0,0,0,0,0,0
Manufacturing,Production,"Textile Cutting Machine Setters, Operators, and Tenders",1.5,4.52,1.68,1.57,6.35,1.2,0.092128419,0.128799049,0.112277051,0.022092747,-0.099714625,32.31,67.69,0,0,0,0,0,0,0,0,0,0
Manufacturing,Production,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",1.65,4.29,1.4,1.75,6.85,1.04,0.099040047,0.121919906,0.102921084,0.021542992,-0.096984688,5.32,94.68,0,0,0,0,0,0,0,0,0,0
Manufacturing,Production,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",1.33,4.32,1.53,1.48,6.5,1,0.088199257,0.127988861,0.107277228,0.020742574,-0.099882426,53.84,46.16,0,0,0,0,0,0,0,0,0,0
Architecture & Construction,Construction,Tile and Stone Setters,2.57,3.57,1,1.39,7,1.29,0.126349584,0.105041617,0.101064209,0.024946492,-0.088549346,36.88,47.98,4.41,10.73,0,0,0,0,0,0,0,0
Manufacturing,Production,Timing Device Assemblers and Adjusters,1.19,4.61,1.14,2.12,6.74,1,0.088660714,0.127166667,0.09585119,0.023297619,-0.098797619,2.29,91.37,1.16,1.02,0,0,0,0,0,4.16,0,0
Manufacturing,Production,Tire Builders,1,3.79,1,2.3,7,1.1,0.096732551,0.120907968,0.093465102,0.024811612,-0.099505868,26.13,66.45,6.89,0,0,0,0,0,0,0,0,0.53
"Transportation, Distribution & Logistics",Facility and Mobile Equipment Maintenance,Tire Repairers and Changers,1,3.43,1.57,1.76,7,1.76,0.09874092,0.122887409,0.115405569,0.027857143,-0.103420097,27.27,41.02,26.4,0.88,2.03,0,0,0,0,2.41,0,0
"Law, Public Safety, Corrections & Security",Legal Services,"Title Examiners, Abstractors, and Searchers",1.16,6.69,3.38,2.67,2.41,2.32,0.080853462,0.164718196,0.158040794,0.027949544,-0.111347289,0,60.33,13.39,0.59,12.29,13.4,0,0,0,0,0,0
Manufacturing,Production,"Tool Grinders, Filers, and Sharpeners",1.33,4.32,1,2.14,7,1,0.095437761,0.121864205,0.092680167,0.023650983,-0.097045861,13.28,44.99,35.67,0,6.07,0,0,0,0,0,0,0
Manufacturing,Production,Tool and Die Makers,1.58,4.51,1,2.91,7,1,0.106505556,0.119466667,0.090105556,0.0238,-0.095577778,9.67,39.61,40.85,0,9.87,0,0,0,0,0,0,0
Hospitality & Tourism,Travel & Tourism,Tour Guides and Escorts,3.3,2.99,3.68,2.38,3.35,5.14,0.167816699,0.120393474,0.187610365,0.045422265,-0.101823417,4.08,21.82,7.74,1.52,30.96,30.03,1.71,2.14,0,0,0,0
"Transportation, Distribution & Logistics","Transportation Systems/Infrastructure Planning, Management and Regulation",Traffic Technicians,1.34,4.59,1.84,4.3,5.05,1.88,0.119426316,0.130010526,0.114884211,0.029421053,-0.102231579,0,42.94,9.76,23.16,12.47,11.66,0,0,0,0,0,0
Business Management & Administration,Human Resources Management,Training and Development Managers,2.62,3.93,6.35,3.26,1.95,5.54,0.148761099,0.143704017,0.215615222,0.036765328,-0.115556025,0,0,0,0,0,71.43,7.14,21.43,0,0,0,0
Business Management & Administration,Human Resources Management,Training and Development Specialists,3.09,3.93,3.76,3.92,1.97,5.66,0.16658755,0.129050605,0.185709807,0.049184953,-0.103618451,0,8.7,0,4.35,8.7,78.26,0,0,0,0,0,0
"Law, Public Safety, Corrections & Security",Law Enforcement Services,Transit and Railroad Police,1,5.06,3.28,2.42,5.87,2.55,0.091689792,0.143548067,0.146555996,0.0271556,-0.111209118,0,20.57,13.78,25.93,5.39,28.41,0,4.55,0,1.38,0,0
Architecture & Construction,Design/Pre-Construction,Transportation Engineers,2.07,4.71,3.04,4.82,5.57,1.96,0.131560668,0.127257555,0.127465043,0.023540821,-0.102904826,0,0,0,0,9.09,77.27,9.09,4.55,0,0,0,0
"Science, Technology, Engineering & Mathematics",Science and Mathematics,Transportation Planners,2.18,4.69,3.21,5.5,3.2,2.05,0.144258281,0.132270763,0.137282765,0.025170427,-0.103278925,0,0,0,0,0,55,0,45,0,0,0,0
Government & Public Administration,National Security,Transportation Security Screeners,1,5.67,2.49,2.21,5.31,2.16,0.081443737,0.146852442,0.134437367,0.028428875,-0.107818471,3.7,85.19,0,11.11,0,0,0,0,0,0,0,0
Government & Public Administration,Governance,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",1,5.14,1.35,3.72,7,1,0.095143155,0.12945341,0.092467465,0.02297241,-0.101119209,13.11,57.78,12.61,10.13,6.37,0,0,0,0,0,0,0
Hospitality & Tourism,Travel & Tourism,Travel Agents,1.93,5.72,5.77,1.48,1.23,4.32,0.105139364,0.165466993,0.218503667,0.032493888,-0.118293399,0,30.8,11.49,6.11,37.25,14.36,0,0,0,0,0,0
Hospitality & Tourism,Travel & Tourism,Travel Guides,2.41,4.12,4.45,2.49,2.7,4.91,0.139952562,0.139463947,0.195635674,0.041309298,-0.10993833,17.65,45.84,8.77,21.25,0.78,5.7,0,0,0,0,0,0
Finance,Business Finance,Treasurers and Controllers,1.28,6.15,6.22,2.4,1,2.7,0.089250633,0.176146835,0.20921519,0.018070886,-0.123301266,0,0,0,0,4,56,4,32,0,4,0,0
"Agriculture, Food & Natural Resources",Plant Systems,Tree Trimmers and Pruners,1,3.09,1.26,2.15,7,1.78,0.10772113,0.117604423,0.108728501,0.02992629,-0.101781327,56.81,37.13,2.23,3.83,0,0,0,0,0,0,0,0
Education & Training,Teaching/Training,Tutors,3.24,3.31,1.64,3.27,2.26,6.5,0.181508408,0.114925816,0.172952522,0.067883284,-0.094500495,0,9.09,0,36.36,9.09,40.91,0,4.55,0,0,0,0
Hospitality & Tourism,"Recreation, Amusements & Attractions","Umpires, Referees, and Other Sports Officials",1.09,4.64,5.69,1.65,4.38,3.34,0.094848485,0.156161616,0.196445406,0.023073593,-0.121553632,23.81,42.86,9.52,0,4.76,14.29,0,0,0,0,4.76,0
Manufacturing,Production,Upholsterers,3.1,2.94,1,1.88,6.88,1.34,0.150875146,0.094807468,0.101120187,0.025029172,-0.085110852,43.82,56.18,0,0,0,0,0,0,0,0,0,0
Government & Public Administration,Planning; Science and Mathematics,Urban and Regional Planners,2.96,3.95,4.53,5.38,3.16,3,0.162019147,0.12756745,0.161736292,0.025848564,-0.104895561,0,0,0,0,0,40,0,56,0,4,0,0
Health Science,Therapeutic Services,Urologists,1.23,3.42,2.31,6.9,5.16,5.16,0.154975186,0.12219603,0.139330025,0.049305211,-0.106761787,0,0,0,0,0,0,0,0,0,2.21,33.37,64.43
Hospitality & Tourism,"Recreation, Amusements & Attractions","Ushers, Lobby Attendants, and Ticket Takers",1.39,4.61,4.18,1,3.34,4.75,0.103061754,0.152771147,0.200913337,0.042838609,-0.115796575,33,61.44,0,1.2,2.7,1.65,0,0,0,0,0,0
"Science, Technology, Engineering & Mathematics",Engineering and Technology,Validation Engineers,1.45,5.2,2.23,5.42,4.63,1.46,0.12212359,0.133388916,0.112319765,0.024556155,-0.10274154,0,0,0,0,5,90,0,5,0,0,0,0
Health Science,Therapeutic Services,Veterinarians,1,3.52,1.71,5.94,5.97,3.43,0.140899397,0.120751043,0.119286045,0.041052388,-0.10475197,0,0,0,0,0,0,0,0,0,9.1,79.16,11.74
Health Science,Support Services,Veterinary Assistants and Laboratory Animal Caretakers,1,3.94,1,4.24,6.31,3.49,0.12470971,0.121721722,0.11494995,0.045625626,-0.101991992,6.44,78.23,10.89,3.67,0.31,0,0.45,0,0,0,0,0
Health Science,Diagnostic Services,Veterinary Technologists and Technicians,1,4.56,1,5.26,6.71,3.02,0.123053364,0.122770302,0.104278422,0.04062645,-0.101410673,0,41.25,14.63,7.37,26.35,4.86,0,0,0,0,5.54,0
Information Technology,Information Support and Services,Video Game Designers,6.42,3.87,4.02,4.1,2.68,2.35,0.205912969,0.102090444,0.154552048,0.02112628,-0.084573379,10,15,0,10,10,55,0,0,0,0,0,0
Hospitality & Tourism,Restaurants and Food/Beverage Services,Waiters and Waitresses,1.93,4.53,4.15,1,4.07,4.82,0.113317073,0.143926829,0.193326829,0.041521951,-0.11162439,28.37,57,0,5.22,2.33,7.08,0,0,0,0,0,0
Manufacturing,"Maintenance, Installation & Repair",Watch and Clock Repairers,1.23,4.62,1.3,1.97,6.44,1.47,0.090739871,0.129107457,0.106300646,0.027169701,-0.099929536,1.22,22.37,45.76,7.51,21.45,0,1.68,0,0,0,0,0
"Agriculture, Food & Natural Resources",Natural Resources Systems,Water Resource Specialists,1.78,4.17,3.53,5.8,4.45,2.58,0.142698342,0.12994173,0.140228597,0.027095473,-0.106978933,0,0,0,0,0,50,0,50,0,0,0,0
"Agriculture, Food & Natural Resources",Environmental Service Systems,Water and Wastewater Treatment Plant and System Operators,1,4.64,1.46,2.71,6.84,1.52,0.093329664,0.129416621,0.10489268,0.026719868,-0.102300495,0,41.77,24.5,20.7,12.52,0.52,0,0,0,0,0,0
"Agriculture, Food & Natural Resources",Environmental Service Systems,Water/Wastewater Engineers,1.85,4.53,2.9,5.35,5.62,1.76,0.13324398,0.126383462,0.122026352,0.022830532,-0.103371195,0,0,0,0,0,69.57,0,26.09,0,4.35,0,0
Architecture & Construction,Maintenance/Operations,Weatherization Installers and Technicians,1.5,4.49,2.19,3.22,6.01,2.31,0.113818458,0.128808316,0.125517241,0.030020284,-0.103209939,0,60.87,30.43,8.7,0,0,0,0,0,0,0,0
Information Technology,Information Support and Services,Web Administrators,2.28,5.74,3.74,4.42,2.57,2.23,0.127097235,0.143536702,0.151101049,0.024556721,-0.105128694,0,5,5,15,15,55,0,0,5,0,0,0
Information Technology,Web and Digital Communications,Web Developers,3.07,5.09,2.89,5.06,2.95,2.24,0.152685446,0.127131455,0.135868545,0.027605634,-0.097018779,4.17,8.33,16.67,4.17,16.67,45.83,4.17,0,0,0,0,0
Manufacturing,Quality Assurance,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",1,6.47,1.73,2.4,5.29,1,0.067590833,0.148932364,0.107909447,0.022241476,-0.103113471,21.5,49.95,3.56,19.49,4.99,0.51,0,0,0,0,0,0
Manufacturing,Production,"Welders, Cutters, Solderers, and Brazers",1.5,3.78,1.63,2.17,7,1.1,0.10637369,0.119726426,0.106041909,0.020861467,-0.099342258,20.83,53.55,11.64,11.28,1.75,0.94,0,0,0,0,0,0
Manufacturing,Production,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",1.25,3.88,1.39,2.11,7,1.14,0.099326178,0.121729278,0.102236136,0.022748956,-0.099874776,21.79,32,35.82,10.39,0,0,0,0,0,0,0,0
"Transportation, Distribution & Logistics",Transportation Operations,Wellhead Pumpers,1,4.36,1.87,2.41,6.77,1.07,0.090869565,0.130509153,0.108712815,0.02020595,-0.103987414,1.26,80.46,10.9,0,7.38,0,0,0,0,0,0,0
Marketing,Merchandising,"Wholesale and Retail Buyers, Except Farm Products",1.58,5.15,5.2,1.9,3.41,2.43,0.097935943,0.156487036,0.186298932,0.018256228,-0.116624301,13.92,20.3,10.3,8.21,11.43,34.65,0,0,1.19,0,0,0
Business Management & Administration,General Management,Wind Energy Development Managers,1.66,4.82,6.71,3.86,3.44,2.38,0.117127241,0.152855269,0.188478356,0.012850896,-0.119777,0,0,0,0,18.27,66.85,2.61,12.28,0,0,0,0
"Science, Technology, Engineering & Mathematics",Engineering and Technology,Wind Energy Engineers,2.22,4.12,3.12,4.54,5.9,1.43,0.13633849,0.122498828,0.125105485,0.018485701,-0.10201594,0,0,1.59,3.94,0,69.64,5.67,13.92,0,2.86,2.39,0
Business Management & Administration,General Management,Wind Energy Operations Managers,1,5.24,6.47,3.04,4.16,2.34,0.095033708,0.159658427,0.187186517,0.013110112,-0.122880899,0,14.92,7.07,3.55,39.7,34.76,0,0,0,0,0,0
Manufacturing,"Maintenance, Installation & Repair",Wind Turbine Service Technicians,1,4.3,1.78,3.57,7,1.61,0.105539979,0.126542056,0.107476636,0.025825545,-0.103759086,0,28.74,34.42,21.78,15.07,0,0,0,0,0,0,0
Manufacturing,Production,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",1.15,4.15,1.03,2.43,7,1.18,0.097567887,0.122119244,0.094421488,0.025442739,-0.098719008,20.67,73.06,4.55,0,0,1.72,0,0,0,0,0,0
Business Management & Administration,Administrative Support,Word Processors and Typists,2.22,6.6,1.92,1.93,2.87,2.27,0.096221224,0.147731611,0.136765862,0.033896687,-0.097293655,1.96,49.61,0,45.45,2.98,0,0,0,0,0,0,0
"Arts, Audio/Video Technology & Communications",Journalism and Broadcasting,Writers and Authors,6.93,3.18,4.8,3.26,1,2.84,0.224488869,0.101640164,0.181867333,0.021631077,-0.084425261,0,0,0,35.37,17.68,46.95,0,0,0,0,0,0
"Agriculture, Food & Natural Resources",Natural Resources Systems,Zoologists and Wildlife Biologists,2.24,3.69,2.48,7,5.32,2.57,0.161648069,0.115562232,0.119223176,0.030515021,-0.100248927,0,0,0,0,0,57.21,0,39.98,0,0,0,2.8
